split,clip,window_index,first_frame,last_frame,true_label,fight_probability
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,5,40,55,Fight,0.077168
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,6,48,63,Fight,0.198866
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,7,56,71,Fight,0.411137
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,8,64,79,Fight,0.400875
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,9,72,87,Fight,0.246075
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,10,80,95,Fight,0.383794
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,11,88,103,Fight,0.190099
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,12,96,111,Fight,0.133875
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,13,104,119,Fight,0.270174
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,14,112,127,Fight,0.188173
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,15,120,135,Fight,0.076212
carve,train/Train_Fight/6mrIIcAQ2fI_0.avi,16,128,143,Fight,0.045004
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,0,0,15,Fight,0.130693
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,1,8,23,Fight,0.154056
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,2,16,31,Fight,0.188164
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,3,24,39,Fight,0.134210
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,4,32,47,Fight,0.210439
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,5,40,55,Fight,0.288112
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,6,48,63,Fight,0.152478
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,7,56,71,Fight,0.125327
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,8,64,79,Fight,0.117848
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,9,72,87,Fight,0.091684
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,10,80,95,Fight,0.144347
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,11,88,103,Fight,0.115583
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,12,96,111,Fight,0.064730
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,13,104,119,Fight,0.054110
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,14,112,127,Fight,0.068826
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,15,120,135,Fight,0.133887
carve,train/Train_Fight/6mrIIcAQ2fI_2.avi,16,128,143,Fight,0.108649
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,0,0,15,Fight,0.083683
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,1,8,23,Fight,0.071529
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,2,16,31,Fight,0.039434
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,3,24,39,Fight,0.055885
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,4,32,47,Fight,0.029157
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,5,40,55,Fight,0.040865
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,6,48,63,Fight,0.047997
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,7,56,71,Fight,0.213266
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,8,64,79,Fight,0.240913
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,9,72,87,Fight,0.278882
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,10,80,95,Fight,0.172395
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,11,88,103,Fight,0.074878
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,12,96,111,Fight,0.065857
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,13,104,119,Fight,0.143445
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,14,112,127,Fight,0.181031
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,15,120,135,Fight,0.258470
carve,train/Train_Fight/6mrIIcAQ2fI_3.avi,16,128,143,Fight,0.233741
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,0,0,15,Fight,0.430263
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,1,8,23,Fight,0.452767
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,2,16,31,Fight,0.442122
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,3,24,39,Fight,0.464070
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,4,32,47,Fight,0.459394
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,5,40,55,Fight,0.449634
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,6,48,63,Fight,0.405383
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,7,56,71,Fight,0.414891
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,8,64,79,Fight,0.449384
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,9,72,87,Fight,0.471188
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,10,80,95,Fight,0.453052
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,11,88,103,Fight,0.446555
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,12,96,111,Fight,0.415864
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,13,104,119,Fight,0.311754
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,14,112,127,Fight,0.999823
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,15,120,135,Fight,0.949226
carve,train/Train_Fight/7qtRgyFsk3s_0.avi,16,128,143,Fight,0.353209
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,0,0,15,Fight,0.191160
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,1,8,23,Fight,0.737031
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,2,16,31,Fight,0.515639
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,3,24,39,Fight,0.150316
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,4,32,47,Fight,0.107342
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,5,40,55,Fight,0.022384
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,6,48,63,Fight,0.011739
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,7,56,71,Fight,0.038929
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,8,64,79,Fight,0.062465
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,9,72,87,Fight,0.021653
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,10,80,95,Fight,0.024380
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,11,88,103,Fight,0.027122
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,12,96,111,Fight,0.072154
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,13,104,119,Fight,0.073989
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,14,112,127,Fight,0.093383
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,15,120,135,Fight,0.023936
carve,train/Train_Fight/7qtRgyFsk3s_1.avi,16,128,143,Fight,0.024555
carve,train/Train_Fight/8SWZq5we_fk_0.avi,0,0,15,Fight,0.147132
carve,train/Train_Fight/8SWZq5we_fk_0.avi,1,8,23,Fight,0.142702
carve,train/Train_Fight/8SWZq5we_fk_0.avi,2,16,31,Fight,0.029869
carve,train/Train_Fight/8SWZq5we_fk_0.avi,3,24,39,Fight,0.232291
carve,train/Train_Fight/8SWZq5we_fk_0.avi,4,32,47,Fight,0.605529
carve,train/Train_Fight/8SWZq5we_fk_0.avi,5,40,55,Fight,0.664429
carve,train/Train_Fight/8SWZq5we_fk_0.avi,6,48,63,Fight,0.883163
carve,train/Train_Fight/8SWZq5we_fk_0.avi,7,56,71,Fight,0.679024
carve,train/Train_Fight/8SWZq5we_fk_0.avi,8,64,79,Fight,0.145957
carve,train/Train_Fight/8SWZq5we_fk_0.avi,9,72,87,Fight,0.028574
carve,train/Train_Fight/8SWZq5we_fk_0.avi,10,80,95,Fight,0.015166
carve,train/Train_Fight/8SWZq5we_fk_0.avi,11,88,103,Fight,0.011264
carve,train/Train_Fight/8SWZq5we_fk_0.avi,12,96,111,Fight,0.002662
carve,train/Train_Fight/8SWZq5we_fk_0.avi,13,104,119,Fight,0.002550
carve,train/Train_Fight/8SWZq5we_fk_0.avi,14,112,127,Fight,0.003509
carve,train/Train_Fight/8SWZq5we_fk_0.avi,15,120,135,Fight,0.004847
carve,train/Train_Fight/8SWZq5we_fk_0.avi,16,128,143,Fight,0.005055
carve,train/Train_Fight/8SWZq5we_fk_1.avi,0,0,15,Fight,0.258946
carve,train/Train_Fight/8SWZq5we_fk_1.avi,1,8,23,Fight,0.269438
carve,train/Train_Fight/8SWZq5we_fk_1.avi,2,16,31,Fight,0.247936
carve,train/Train_Fight/8SWZq5we_fk_1.avi,3,24,39,Fight,0.223513
carve,train/Train_Fight/8SWZq5we_fk_1.avi,4,32,47,Fight,0.080415
carve,train/Train_Fight/8SWZq5we_fk_1.avi,5,40,55,Fight,0.127765
carve,train/Train_Fight/8SWZq5we_fk_1.avi,6,48,63,Fight,0.052452
carve,train/Train_Fight/8SWZq5we_fk_1.avi,7,56,71,Fight,0.162895
carve,train/Train_Fight/8SWZq5we_fk_1.avi,8,64,79,Fight,0.071165
carve,train/Train_Fight/8SWZq5we_fk_1.avi,9,72,87,Fight,0.456959
carve,train/Train_Fight/8SWZq5we_fk_1.avi,10,80,95,Fight,0.271008
carve,train/Train_Fight/8SWZq5we_fk_1.avi,11,88,103,Fight,0.885655
carve,train/Train_Fight/8SWZq5we_fk_1.avi,12,96,111,Fight,0.489082
carve,train/Train_Fight/8SWZq5we_fk_1.avi,13,104,119,Fight,0.538159
carve,train/Train_Fight/8SWZq5we_fk_1.avi,14,112,127,Fight,0.630846
carve,train/Train_Fight/8SWZq5we_fk_1.avi,15,120,135,Fight,0.368070
carve,train/Train_Fight/8SWZq5we_fk_1.avi,16,128,143,Fight,0.209818
carve,train/Train_Fight/ECoMcgjR_0.avi,0,0,15,Fight,0.041406
carve,train/Train_Fight/ECoMcgjR_0.avi,1,8,23,Fight,0.133195
carve,train/Train_Fight/ECoMcgjR_0.avi,2,16,31,Fight,0.003855
carve,train/Train_Fight/ECoMcgjR_0.avi,3,24,39,Fight,0.000897
carve,train/Train_Fight/ECoMcgjR_0.avi,4,32,47,Fight,0.000452
carve,train/Train_Fight/ECoMcgjR_0.avi,5,40,55,Fight,0.000638
carve,train/Train_Fight/ECoMcgjR_0.avi,6,48,63,Fight,0.001985
carve,train/Train_Fight/ECoMcgjR_0.avi,7,56,71,Fight,0.004497
carve,train/Train_Fight/ECoMcgjR_0.avi,8,64,79,Fight,0.021411
carve,train/Train_Fight/ECoMcgjR_0.avi,9,72,87,Fight,0.008836
carve,train/Train_Fight/ECoMcgjR_0.avi,10,80,95,Fight,0.028733
carve,train/Train_Fight/ECoMcgjR_0.avi,11,88,103,Fight,0.006513
carve,train/Train_Fight/ECoMcgjR_0.avi,12,96,111,Fight,0.017082
carve,train/Train_Fight/ECoMcgjR_0.avi,13,104,119,Fight,0.017532
carve,train/Train_Fight/ECoMcgjR_0.avi,14,112,127,Fight,0.005808
carve,train/Train_Fight/ECoMcgjR_0.avi,15,120,135,Fight,0.001304
carve,train/Train_Fight/ECoMcgjR_0.avi,16,128,143,Fight,0.000435
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,0,0,15,Fight,0.002152
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,1,8,23,Fight,0.003242
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,2,16,31,Fight,0.006789
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,3,24,39,Fight,0.024544
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,4,32,47,Fight,0.007009
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,5,40,55,Fight,0.015440
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,6,48,63,Fight,0.017333
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,7,56,71,Fight,0.055501
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,8,64,79,Fight,0.017514
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,9,72,87,Fight,0.013541
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,10,80,95,Fight,0.014488
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,11,88,103,Fight,0.027855
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,12,96,111,Fight,0.054137
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,13,104,119,Fight,0.035264
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,14,112,127,Fight,0.002987
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,15,120,135,Fight,0.005779
carve,train/Train_Fight/F7W6PQ3V3y8_0.avi,16,128,143,Fight,0.000629
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,0,0,15,Fight,0.005438
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,1,8,23,Fight,0.039703
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,2,16,31,Fight,0.034770
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,3,24,39,Fight,0.506543
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,4,32,47,Fight,0.777278
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,5,40,55,Fight,0.117828
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,6,48,63,Fight,0.059248
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,7,56,71,Fight,0.072924
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,8,64,79,Fight,0.005859
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,9,72,87,Fight,0.010753
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,10,80,95,Fight,0.042546
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,11,88,103,Fight,0.003044
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,12,96,111,Fight,0.009256
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,13,104,119,Fight,0.042766
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,14,112,127,Fight,0.063493
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,15,120,135,Fight,0.053223
carve,train/Train_Fight/F7W6PQ3V3y8_1.avi,16,128,143,Fight,0.017723
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,0,0,15,Fight,0.009129
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,1,8,23,Fight,0.003475
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,2,16,31,Fight,0.001897
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,3,24,39,Fight,0.001878
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,4,32,47,Fight,0.002023
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,5,40,55,Fight,0.004047
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,6,48,63,Fight,0.005366
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,7,56,71,Fight,0.007143
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,8,64,79,Fight,0.004893
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,9,72,87,Fight,0.004895
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,10,80,95,Fight,0.003632
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,11,88,103,Fight,0.012187
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,12,96,111,Fight,0.009949
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,13,104,119,Fight,0.009871
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,14,112,127,Fight,0.003848
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,15,120,135,Fight,0.003489
carve,train/Train_Fight/F7W6PQ3V3y8_10.avi,16,128,143,Fight,0.004053
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,0,0,15,Fight,0.006541
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,1,8,23,Fight,0.005706
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,2,16,31,Fight,0.004963
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,3,24,39,Fight,0.007262
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,4,32,47,Fight,0.013524
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,5,40,55,Fight,0.013839
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,6,48,63,Fight,0.105560
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,7,56,71,Fight,0.031978
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,8,64,79,Fight,0.016368
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,9,72,87,Fight,0.014576
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,10,80,95,Fight,0.008533
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,11,88,103,Fight,0.007239
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,12,96,111,Fight,0.004710
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,13,104,119,Fight,0.001767
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,14,112,127,Fight,0.005361
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,15,120,135,Fight,0.005325
carve,train/Train_Fight/F7W6PQ3V3y8_11.avi,16,128,143,Fight,0.005234
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,0,0,15,Fight,0.004207
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,1,8,23,Fight,0.009167
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,2,16,31,Fight,0.013773
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,3,24,39,Fight,0.016432
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,4,32,47,Fight,0.012936
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,5,40,55,Fight,0.069827
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,6,48,63,Fight,0.411743
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,7,56,71,Fight,0.048520
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,8,64,79,Fight,0.009937
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,9,72,87,Fight,0.003733
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,10,80,95,Fight,0.003776
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,11,88,103,Fight,0.001587
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,12,96,111,Fight,0.001577
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,13,104,119,Fight,0.000980
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,14,112,127,Fight,0.002658
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,15,120,135,Fight,0.005961
carve,train/Train_Fight/F7W6PQ3V3y8_2.avi,16,128,143,Fight,0.004688
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,0,0,15,Fight,0.003510
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,1,8,23,Fight,0.003551
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,2,16,31,Fight,0.003870
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,3,24,39,Fight,0.001991
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,4,32,47,Fight,0.051974
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,5,40,55,Fight,0.034494
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,6,48,63,Fight,0.007568
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,7,56,71,Fight,0.012253
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,8,64,79,Fight,0.016511
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,9,72,87,Fight,0.016465
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,10,80,95,Fight,0.004216
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,11,88,103,Fight,0.003306
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,12,96,111,Fight,0.003839
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,13,104,119,Fight,0.004072
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,14,112,127,Fight,0.002588
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,15,120,135,Fight,0.000875
carve,train/Train_Fight/F7W6PQ3V3y8_3.avi,16,128,143,Fight,0.003928
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,0,0,15,Fight,0.003207
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,1,8,23,Fight,0.004919
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,2,16,31,Fight,0.009543
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,3,24,39,Fight,0.004015
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,4,32,47,Fight,0.002714
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,5,40,55,Fight,0.003425
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,6,48,63,Fight,0.000769
carve,train/Train_Fight/F7W6PQ3V3y8_4.avi,7,56,71,Fight,0.001035
